"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"4110","4110 Households recurrent taxes on immovable property","NES","Total","2016","2016",779.031,,
"4110","4110 Households recurrent taxes on immovable property","NES","Total","2017","2017",1155.582,,
"4110","4110 Households recurrent taxes on immovable property","NES","Total","2018","2018",1292.551,,
"5124","5124 Taxes on exports","FED","Federal or Central government","1996","1996",331.602,,
"5124","5124 Taxes on exports","FED","Federal or Central government","1997","1997",4262.036,,
"5124","5124 Taxes on exports","FED","Federal or Central government","1998","1998",1481.743,,
"5124","5124 Taxes on exports","FED","Federal or Central government","1999","1999",0.089,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2000","2000",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2001","2001",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2002","2002",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2003","2003",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2004","2004",2.317,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2005","2005",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2006","2006",0.072,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2007","2007",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2008","2008",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2009","2009",32.673,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2010","2010",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2011","2011",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2012","2012",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2013","2013",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2014","2014",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2015","2015",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2016","2016",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2017","2017",0,,
"5124","5124 Taxes on exports","FED","Federal or Central government","2018","2018",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","1996","1996",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","1997","1997",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","1998","1998",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","1999","1999",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2000","2000",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2001","2001",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2002","2002",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2003","2003",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2004","2004",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2005","2005",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2006","2006",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2007","2007",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2008","2008",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2009","2009",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2010","2010",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2011","2011",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2012","2012",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2013","2013",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2014","2014",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2015","2015",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2016","2016",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2017","2017",0,,
"NTR_A","Non-tax revenue: Grants","SOCSEC","Social Security Funds","2018","2018",0,,
"1220","1220 On capital gains of corporates","NES","Total","1996","1996",0,,
"1220","1220 On capital gains of corporates","NES","Total","1997","1997",0,,
"1220","1220 On capital gains of corporates","NES","Total","1998","1998",0,,
"1220","1220 On capital gains of corporates","NES","Total","1999","1999",0,,
"1220","1220 On capital gains of corporates","NES","Total","2000","2000",0,,
"1220","1220 On capital gains of corporates","NES","Total","2001","2001",0,,
"1220","1220 On capital gains of corporates","NES","Total","2002","2002",0,,
"1220","1220 On capital gains of corporates","NES","Total","2003","2003",0,,
"1220","1220 On capital gains of corporates","NES","Total","2004","2004",0,,
"1220","1220 On capital gains of corporates","NES","Total","2005","2005",0,,
"1220","1220 On capital gains of corporates","NES","Total","2006","2006",0,,
"1220","1220 On capital gains of corporates","NES","Total","2007","2007",0,,
"1220","1220 On capital gains of corporates","NES","Total","2008","2008",0,,
"1220","1220 On capital gains of corporates","NES","Total","2009","2009",0,,
"1220","1220 On capital gains of corporates","NES","Total","2010","2010",0,,
"1220","1220 On capital gains of corporates","NES","Total","2011","2011",0,,
"1220","1220 On capital gains of corporates","NES","Total","2012","2012",0,,
"1220","1220 On capital gains of corporates","NES","Total","2013","2013",0,,
"1220","1220 On capital gains of corporates","NES","Total","2014","2014",0,,
"1220","1220 On capital gains of corporates","NES","Total","2015","2015",0,,
"1220","1220 On capital gains of corporates","NES","Total","2016","2016",0,,
"1220","1220 On capital gains of corporates","NES","Total","2017","2017",0,,
"1220","1220 On capital gains of corporates","NES","Total","2018","2018",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1996","1996",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1997","1997",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1998","1998",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","1999","1999",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2000","2000",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2001","2001",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2002","2002",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2003","2003",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2004","2004",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2005","2005",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2006","2006",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2007","2007",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2008","2008",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2009","2009",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2010","2010",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2011","2011",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2012","2012",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2013","2013",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2014","2014",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2015","2015",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2016","2016",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2017","2017",0,,
"4300","4300 Estate, inheritance and gift taxes","FED","Federal or Central government","2018","2018",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","1996","1996",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","1997","1997",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","1998","1998",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","1999","1999",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2000","2000",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2001","2001",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2002","2002",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2003","2003",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2004","2004",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2005","2005",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2006","2006",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2007","2007",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2008","2008",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2009","2009",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2010","2010",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2011","2011",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2012","2012",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2013","2013",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2014","2014",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2015","2015",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2016","2016",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2017","2017",0,,
"5130","5130 Unallocable between 5110 and 5120","NES","Total","2018","2018",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","1996","1996",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","1997","1997",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","1998","1998",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","1999","1999",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2000","2000",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2001","2001",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2002","2002",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2003","2003",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2004","2004",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2005","2005",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2006","2006",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2007","2007",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2008","2008",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2009","2009",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2010","2010",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2011","2011",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2012","2012",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2013","2013",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2014","2014",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2015","2015",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2016","2016",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2017","2017",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2018","2018",0,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","1996","1996",42502.773,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","1997","1997",57461.474,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","1998","1998",66193.606,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","1999","1999",66150.465,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2000","2000",68663.6,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2001","2001",86367.622,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2002","2002",101348.148,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2003","2003",123010.634,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2004","2004",147113.531,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2005","2005",180480.696,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2006","2006",209546.262,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2007","2007",254352.138,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2008","2008",382032.891,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2009","2009",380742.628,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2010","2010",430602.499,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2011","2011",538467.931,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2012","2012",654647.395,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2013","2013",799245.655,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2014","2014",902768.472,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2015","2015",1092345.335,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2016","2016",1222124.53,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2017","2017",1370381.175,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","FED","Federal or Central government","2018","2018",1570196.815,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1996","1996",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1997","1997",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1998","1998",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","1999","1999",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2000","2000",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2001","2001",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2002","2002",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2003","2003",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2004","2004",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2005","2005",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2006","2006",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2007","2007",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2008","2008",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2009","2009",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2010","2010",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2011","2011",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2012","2012",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2013","2013",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2014","2014",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2015","2015",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2016","2016",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2017","2017",0,,
"4200","4200 Recurrent taxes on net wealth","FED","Federal or Central government","2018","2018",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","1996","1996",1.677,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","1997","1997",1.748,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","1998","1998",2.623,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","1999","1999",2.415,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2000","2000",2.994,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2001","2001",3.045,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2002","2002",4.358,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2003","2003",2.049,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2004","2004",5.752,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2005","2005",6.128,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2006","2006",6.038,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2007","2007",6.358,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2008","2008",3.566,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2009","2009",3.948,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2010","2010",4.331,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2011","2011",5.466,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2012","2012",6.579,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2013","2013",8.149,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2014","2014",8.518,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2015","2015",9.155,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2016","2016",11.461,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2017","2017",11.488,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2018","2018",12.784,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","1996","1996",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","1997","1997",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","1998","1998",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","1999","1999",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2000","2000",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2001","2001",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2002","2002",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2003","2003",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2004","2004",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2005","2005",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2006","2006",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2007","2007",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2008","2008",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2009","2009",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2010","2010",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2011","2011",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2012","2012",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2013","2013",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2014","2014",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2015","2015",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2016","2016",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2017","2017",0,,
"5220","5220 Non-recurrent taxes on use of goods and perform activities","NES","Total","2018","2018",0,,
"2100","2100 Employees SSC","NES","Total","1996","1996",458.63,,
"2100","2100 Employees SSC","NES","Total","1997","1997",717.42,,
"2100","2100 Employees SSC","NES","Total","1998","1998",926.533,,
"2100","2100 Employees SSC","NES","Total","1999","1999",1095.789,,
"2100","2100 Employees SSC","NES","Total","2000","2000",1282.623,,
"2100","2100 Employees SSC","NES","Total","2001","2001",1425.059,,
"2100","2100 Employees SSC","NES","Total","2002","2002",1609.854,,
"2100","2100 Employees SSC","NES","Total","2003","2003",2194.233,,
"2100","2100 Employees SSC","NES","Total","2004","2004",4047.537,,
"2100","2100 Employees SSC","NES","Total","2005","2005",4493.029,,
"2100","2100 Employees SSC","NES","Total","2006","2006",4276.831,,
"2100","2100 Employees SSC","NES","Total","2007","2007",6226.904,,
"2100","2100 Employees SSC","NES","Total","2008","2008",8716.726,,
"2100","2100 Employees SSC","NES","Total","2009","2009",9651.527,,
"2100","2100 Employees SSC","NES","Total","2010","2010",10586.328,,
"2100","2100 Employees SSC","NES","Total","2011","2011",13361.266,,
"2100","2100 Employees SSC","NES","Total","2012","2012",16081.438,,
"2100","2100 Employees SSC","NES","Total","2013","2013",19918.184,,
"2100","2100 Employees SSC","NES","Total","2014","2014",20820.486,,
"2100","2100 Employees SSC","NES","Total","2015","2015",22379.122,,
"2100","2100 Employees SSC","NES","Total","2016","2016",28014.418,,
"2100","2100 Employees SSC","NES","Total","2017","2017",28082.062,,
"2100","2100 Employees SSC","NES","Total","2018","2018",31249.236,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","1996","1996",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","1997","1997",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","1998","1998",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","1999","1999",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2000","2000",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2001","2001",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2002","2002",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2003","2003",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2004","2004",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2005","2005",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2006","2006",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2007","2007",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2008","2008",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2009","2009",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2010","2010",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2011","2011",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2012","2012",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2013","2013",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2014","2014",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2015","2015",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2016","2016",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2017","2017",0,,
"4300","4300 Estate, inheritance and gift taxes","NES","Total","2018","2018",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","1996","1996",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","1997","1997",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","1998","1998",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","1999","1999",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2000","2000",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2001","2001",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2002","2002",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2003","2003",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2004","2004",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2005","2005",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2006","2006",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2007","2007",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2008","2008",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2009","2009",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2010","2010",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2011","2011",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2012","2012",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2013","2013",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2014","2014",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2015","2015",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2016","2016",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2017","2017",0,,
"5130","5130 Unallocable between 5110 and 5120","FED","Federal or Central government","2018","2018",0,,
"5123","5123 Customs and import duties","FED","Federal or Central government","1996","1996",12746.14,,
"5123","5123 Customs and import duties","FED","Federal or Central government","1997","1997",16299.268,,
"5123","5123 Customs and import duties","FED","Federal or Central government","1998","1998",16870.747,,
"5123","5123 Customs and import duties","FED","Federal or Central government","1999","1999",14016.14,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2000","2000",14150.782,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2001","2001",16601.915,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2002","2002",19882.753,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2003","2003",25180.812,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2004","2004",30201.795,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2005","2005",31487.733,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2006","2006",36123.64,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2007","2007",34944.043,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2008","2008",49568.153,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2009","2009",47619.502,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2010","2010",43312.778,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2011","2011",50043.805,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2012","2012",67770.424,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2013","2013",72279.836,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2014","2014",85240.556,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2015","2015",105472.196,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2016","2016",128619.582,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2017","2017",141837.765,,
"5123","5123 Customs and import duties","FED","Federal or Central government","2018","2018",152155.348,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","1996","1996",43727.462,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","1997","1997",59376.341,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","1998","1998",68666.985,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","1999","1999",69074.984,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2000","2000",72086.923,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2001","2001",90170.825,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2002","2002",105645.448,,
"TOTALNOGRANTS","Total tax and non-tax revenue excluding grants","NES","Total","2003","2003",128863.971,,
